DATE,AdaBoost,CTEF,KNN,LinearRegression,Russell 1000 Bench Return
2004-11-01,-0.21231034482758615,-0.1932762237762235,-0.17302076124567456,-0.18703819444444458,0.016127
2004-12-01,-0.1160033783783783,-0.10989547038327531,-0.019919860627177693,-0.10040069686411157,0.042815
2005-01-01,-0.11996959459459464,-0.030331010452961667,-0.1393379790940767,-0.09600696864111498,0.036207
2005-02-01,-0.0708614864864865,0.10644599303135888,0.022707317073170745,-0.0009094076655052081,-0.025196
2005-03-01,0.27447972972972984,0.19721602787456444,0.17862369337979092,0.3167595818815329,0.022487
2005-04-01,0.12991554054054053,0.14162020905923342,0.14243205574912893,0.19316376306620217,-0.01583
2005-05-01,0.16390878378378373,0.20957839721254368,0.2973170731707318,0.19446341463414632,-0.018443
2005-06-01,-0.06819256756756754,0.028641114982578392,0.07337630662020903,0.025745644599303154,0.035451
2005-07-01,-0.06991891891891891,0.016881533101045343,0.007156794425087116,-0.06298606271777002,0.004085
2005-08-01,-0.22295945945945947,-0.12108710801393736,-0.13526480836236932,-0.19387456445993034,0.038891
2005-09-01,-0.1858581081081081,-0.03931707317073172,-0.11866550522648078,-0.17120209059233446,-0.008653
2005-10-01,0.0960810810810811,0.1381951219512194,0.12730313588850187,0.09194425087108023,0.00929
2005-11-01,0.0492804054054054,0.10066202090592337,0.1590000000000002,-0.05066550522648082,-0.017537
2005-12-01,-0.2223581081081081,-0.21129616724738684,-0.2355540069686412,-0.2656515679442507,0.037981
2006-01-01,-0.323081081081081,-0.18951219512195125,-0.16690940766550522,-0.28652264808362393,0.001418
2006-02-01,-0.043172297297297296,-0.10087804878048773,-0.0677212543554007,-0.03008362369337977,0.028037
2006-03-01,-0.12163851351351361,-0.0889965156794425,-0.0813728222996516,-0.19278745644599304,0.002235
2006-04-01,-0.2752804054054055,-0.23282229965156812,-0.2654878048780488,-0.33218118466898955,0.014159
2006-05-01,0.223081081081081,0.15736585365853664,0.20348780487804893,0.2141881533101047,0.011997
2006-06-01,0.3100743243243241,0.378609756097561,0.3408745644599305,0.33592682926829254,-0.029526
2006-07-01,0.053013513513513494,-0.03633449477351916,-0.03332752613240419,0.15317770034843206,0.001305
2006-08-01,-0.04180743243243247,-0.14702439024390254,-0.008926829268292703,-0.1476759581881533,0.002197
2006-09-01,-0.02005743243243244,0.018027874564459964,0.05777351916376309,0.01677351916376307,0.023971
2006-10-01,-0.10917567567567557,-0.09397212543554001,0.008275261324041818,-0.1309686411149826,0.023732
2006-11-01,-0.08999662162162164,-0.03707317073170734,-0.000641114982578391,-0.12492334494773515,0.033956
2006-12-01,-0.17746621621621622,-0.2528885017421604,-0.18454703832752606,-0.1753031358885018,0.021323
2007-01-01,0.02979054054054055,0.0951498257839721,0.13571777003484325,-0.004815331010452972,0.012812
2007-02-01,0.02328378378378378,0.010017421602787471,0.02859581881533102,0.007947735191637635,0.019259
2007-03-01,-0.15724324324324326,-0.11205226480836238,-0.11629268292682926,-0.14031358885017428,-0.017205
2007-04-01,-0.08863851351351357,-0.05197212543554008,-0.09266898954703834,-0.11607317073170735,0.010382
2007-05-01,0.03795270270270271,0.1079442508710802,0.13549477351916384,-0.03944947735191637,0.042041
2007-06-01,-0.27455405405405386,-0.22406271777003495,-0.15026480836236944,-0.276383275261324,0.036021
2007-07-01,-0.3993682432432431,-0.37276306620209054,-0.28333449477351896,-0.3613832752613235,-0.0191
2007-08-01,0.14468918918918924,0.09641114982578386,0.24289198606271767,0.1990104529616724,-0.030889
2007-09-01,-0.12045608108108102,-0.12664111498257843,-0.03145644599303135,-0.20227177700348442,0.013609
2007-10-01,-0.20705067567567567,-0.1903379790940768,-0.1279895470383275,-0.18457491289198621,0.038188
2007-11-01,0.14749324324324325,0.04778745644599302,0.11549825783972122,0.10997909407665507,0.017433
2007-12-01,-0.08610135135135126,-0.05820557491289199,-0.012184668989547055,-0.14672125435540082,-0.04263
2008-01-01,0.254560810810811,0.3771114982578399,0.30244599303135883,0.3579651567944251,-0.006511
2008-02-01,-0.317402027027027,-0.26273519163763087,-0.13622648083623698,-0.3465644599303137,-0.05995
2008-03-01,0.0630574324324324,-0.016707317073170715,0.15397560975609764,0.1323519163763065,-0.030552
2008-04-01,0.17141891891891894,0.1400522648083623,0.2721881533101043,0.08267944250871087,-0.006775
2008-05-01,0.10426013513513517,0.008564459930313588,0.21247735191637623,0.03475958188153311,0.050704
2008-06-01,-0.043050675675675665,-0.08502439024390243,0.09186062717770038,-0.03260278745644601,0.018339
2008-07-01,0.06776351351351356,0.005177700348432044,-0.07170731707317073,-0.0015400696864111343,-0.083067
2008-08-01,0.32493918918918924,0.3034738675958187,0.2612160278745645,0.25809756097560993,-0.011627
2008-09-01,0.12017905405405385,0.11007665505226479,0.0979024390243903,0.28040069686411145,0.013767
